word,source_grade_hint,normalized_band,source_list,rank,count,academic,pos,notes,band,preferred_band,beginner_score,intermediate_score,advanced_score,source_tags,source_files
jurisdiction,9,9-12,advanced_9_to_12,3539,2287,true,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+academic_exact,advanced,advanced,0.017,12.689,37.953,advanced_seed,advanced_9_to_12.csv
conjunction,10,9-12,advanced_9_to_12,5194,1549,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_exact,advanced,advanced,-0.084,12.554,37.835,advanced_seed,advanced_9_to_12.csv
denomination,10,9-12,advanced_9_to_12,5249,641,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_tion,advanced,advanced,-0.312,12.251,37.57,advanced_seed,advanced_9_to_12.csv
inscription,10,9-12,advanced_9_to_12,5487,534,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_tion,advanced,advanced,-0.359,12.188,37.515,advanced_seed,advanced_9_to_12.csv
sophistication,10,9-12,advanced_9_to_12,5859,524,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_tion,advanced,advanced,-0.363,12.182,37.509,advanced_seed,advanced_9_to_12.csv
sociology,9,9-12,advanced_9_to_12,3831,3539,true,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+academic_exact,advanced,advanced,0.13,12.84,36.585,advanced_seed,advanced_9_to_12.csv
notification,10,9-12,advanced_9_to_12,6578,409,true,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+academic_tion,advanced,advanced,-0.427,10.098,36.436,advanced_seed,advanced_9_to_12.csv
bureaucracy,9,9-12,advanced_9_to_12,3124,1520,true,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+academic_suffix,advanced,advanced,-0.089,12.048,36.429,advanced_seed,advanced_9_to_12.csv
biotechnology,10,9-12,advanced_9_to_12,6092,353,true,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+academic_suffix,advanced,advanced,-0.464,10.048,36.392,advanced_seed,advanced_9_to_12.csv
criminology,11,9-12,advanced_9_to_12,7224,353,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_suffix,advanced,advanced,-0.464,10.048,36.392,advanced_seed,advanced_9_to_12.csv
infrastructure,9,9-12,advanced_9_to_12,3512,1109,true,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+academic_exact,advanced,advanced,-0.171,11.939,36.334,advanced_seed,advanced_9_to_12.csv
ornithology,12,9-12,advanced_9_to_12,9617,247,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_suffix,advanced,advanced,-0.554,9.928,36.287,advanced_seed,advanced_9_to_12.csv
pornography,10,9-12,advanced_9_to_12,5711,944,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_suffix,advanced,advanced,-0.212,11.884,36.286,advanced_seed,advanced_9_to_12.csv
legislature,9,9-12,advanced_9_to_12,3556,911,true,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+academic_exact,advanced,advanced,-0.221,11.871,36.275,advanced_seed,advanced_9_to_12.csv
bibliography,10,9-12,advanced_9_to_12,5087,831,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_suffix,advanced,advanced,-0.245,11.84,36.247,advanced_seed,advanced_9_to_12.csv
palaeontology,11,9-12,advanced_9_to_12,7622,215,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_suffix,advanced,advanced,-0.589,9.882,36.247,advanced_seed,advanced_9_to_12.csv
theology,9,9-12,advanced_9_to_12,3914,1146,true,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+academic_exact,advanced,advanced,-0.162,12.45,36.244,advanced_seed,advanced_9_to_12.csv
electorate,9,9-12,advanced_9_to_12,4298,1128,true,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+academic_exact,advanced,advanced,-0.166,12.445,36.239,advanced_seed,advanced_9_to_12.csv
autobiography,9,9-12,advanced_9_to_12,4063,709,true,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+academic_suffix,advanced,advanced,-0.286,11.785,36.2,advanced_seed,advanced_9_to_12.csv
phenomenology,11,9-12,advanced_9_to_12,8659,175,true,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+academic_suffix,advanced,advanced,-0.64,9.814,36.187,advanced_seed,advanced_9_to_12.csv
microbiology,11,9-12,advanced_9_to_12,8562,173,true,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+academic_exact,advanced,advanced,-0.643,9.81,36.184,advanced_seed,advanced_9_to_12.csv
pharmacology,12,9-12,advanced_9_to_12,9678,173,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_suffix,advanced,advanced,-0.643,9.81,36.184,advanced_seed,advanced_9_to_12.csv
ramification,11,9-12,advanced_9_to_12,7726,152,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_tion,advanced,advanced,-0.674,9.768,36.147,advanced_seed,advanced_9_to_12.csv
tuberculosis,10,9-12,advanced_9_to_12,5933,549,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_suffix,advanced,advanced,-0.352,11.698,36.123,advanced_seed,advanced_9_to_12.csv
chronology,10,9-12,advanced_9_to_12,5164,742,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_suffix,advanced,advanced,-0.274,12.301,36.113,advanced_seed,advanced_9_to_12.csv
pathology,10,9-12,advanced_9_to_12,5670,638,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_exact,advanced,advanced,-0.313,12.249,36.068,advanced_seed,advanced_9_to_12.csv
mythology,10,9-12,advanced_9_to_12,5611,593,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_exact,advanced,advanced,-0.332,12.224,36.046,advanced_seed,advanced_9_to_12.csv
ethnography,10,9-12,advanced_9_to_12,5324,394,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_suffix,advanced,advanced,-0.436,11.585,36.024,advanced_seed,advanced_9_to_12.csv
meteorology,12,9-12,advanced_9_to_12,9559,98,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_exact,advanced,advanced,-0.78,9.627,36.023,advanced_seed,advanced_9_to_12.csv
physicist,9,9-12,advanced_9_to_12,4637,547,true,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+academic_exact,advanced,advanced,-0.352,12.197,36.022,advanced_seed,advanced_9_to_12.csv
dermatology,11,9-12,advanced_9_to_12,8237,90,true,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+academic_suffix,advanced,advanced,-0.8,9.6,36.0,advanced_seed,advanced_9_to_12.csv
geology,9,9-12,advanced_9_to_12,3427,2160,true,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+academic_exact,advanced,advanced,0.002,12.169,35.736,advanced_seed,advanced_9_to_12.csv
coronation,11,9-12,advanced_9_to_12,7212,861,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_tion,advanced,advanced,-0.236,10.352,35.158,advanced_seed,advanced_9_to_12.csv
aristocracy,10,9-12,advanced_9_to_12,6047,526,true,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+academic_suffix,advanced,advanced,-0.363,9.683,35.11,advanced_seed,advanced_9_to_12.csv
histology,11,9-12,advanced_9_to_12,7411,615,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_exact,advanced,advanced,-0.322,10.237,35.057,advanced_seed,advanced_9_to_12.csv
phonology,11,9-12,advanced_9_to_12,7664,609,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_exact,advanced,advanced,-0.325,10.233,35.054,advanced_seed,advanced_9_to_12.csv
physiology,10,9-12,advanced_9_to_12,6649,420,true,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+academic_exact,advanced,advanced,-0.42,10.107,34.943,advanced_seed,advanced_9_to_12.csv
symmetry,9,9-12,advanced_9_to_12,4871,1580,true,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+academic_suffix,advanced,advanced,-0.079,12.061,34.941,advanced_seed,advanced_9_to_12.csv
homology,11,9-12,advanced_9_to_12,8420,390,true,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+academic_suffix,advanced,advanced,-0.439,10.082,34.921,advanced_seed,advanced_9_to_12.csv
biography,9,9-12,advanced_9_to_12,3092,1435,true,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+academic_suffix,advanced,advanced,-0.104,12.028,34.912,advanced_seed,advanced_9_to_12.csv
astrology,11,9-12,advanced_9_to_12,7057,347,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_suffix,advanced,advanced,-0.468,10.042,34.887,advanced_seed,advanced_9_to_12.csv
geometry,9,9-12,advanced_9_to_12,3428,1314,true,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+academic_exact,advanced,advanced,-0.127,11.998,34.885,advanced_seed,advanced_9_to_12.csv
neurology,10,9-12,advanced_9_to_12,6571,299,true,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+academic_exact,advanced,advanced,-0.506,9.992,34.843,advanced_seed,advanced_9_to_12.csv
flotation,12,9-12,advanced_9_to_12,9351,289,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_tion,advanced,advanced,-0.515,9.981,34.833,advanced_seed,advanced_9_to_12.csv
claustrophobia,11,9-12,advanced_9_to_12,8155,195,true,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+academic_suffix,advanced,advanced,-0.613,9.349,34.818,advanced_seed,advanced_9_to_12.csv
radiology,11,9-12,advanced_9_to_12,7723,263,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_suffix,advanced,advanced,-0.538,9.949,34.805,advanced_seed,advanced_9_to_12.csv
electrolyte,12,9-12,advanced_9_to_12,9294,185,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_exact,advanced,advanced,-0.626,9.332,34.803,advanced_seed,advanced_9_to_12.csv
cosmology,10,9-12,advanced_9_to_12,6191,258,true,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+academic_exact,advanced,advanced,-0.543,9.943,34.8,advanced_seed,advanced_9_to_12.csv
demography,9,9-12,advanced_9_to_12,3260,976,true,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+academic_exact,advanced,advanced,-0.204,11.895,34.796,advanced_seed,advanced_9_to_12.csv
confection,11,9-12,advanced_9_to_12,7202,242,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_tion,advanced,advanced,-0.559,9.921,34.781,advanced_seed,advanced_9_to_12.csv
anthology,11,9-12,advanced_9_to_12,7039,240,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_suffix,advanced,advanced,-0.561,9.918,34.779,advanced_seed,advanced_9_to_12.csv
cartography,12,9-12,advanced_9_to_12,9133,169,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_exact,advanced,advanced,-0.648,9.302,34.777,advanced_seed,advanced_9_to_12.csv
aeronautics,12,9-12,advanced_9_to_12,9015,157,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_suffix,advanced,advanced,-0.666,9.278,34.756,advanced_seed,advanced_9_to_12.csv
habitation,12,9-12,advanced_9_to_12,9403,181,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_tion,advanced,advanced,-0.631,9.825,34.697,advanced_seed,advanced_9_to_12.csv
immunology,12,9-12,advanced_9_to_12,9440,181,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_suffix,advanced,advanced,-0.631,9.825,34.697,advanced_seed,advanced_9_to_12.csv
sanitation,11,9-12,advanced_9_to_12,7773,160,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_tion,advanced,advanced,-0.662,9.784,34.661,advanced_seed,advanced_9_to_12.csv
iconography,11,9-12,advanced_9_to_12,8432,109,true,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+academic_suffix,advanced,advanced,-0.755,9.16,34.653,advanced_seed,advanced_9_to_12.csv
typology,12,9-12,advanced_9_to_12,9935,154,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_suffix,advanced,advanced,-0.671,9.772,34.65,advanced_seed,advanced_9_to_12.csv
osteoporosis,11,9-12,advanced_9_to_12,8626,106,true,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+academic_suffix,advanced,advanced,-0.761,9.152,34.645,advanced_seed,advanced_9_to_12.csv
asymmetry,10,9-12,advanced_9_to_12,5056,519,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_suffix,advanced,advanced,-0.366,11.679,34.606,advanced_seed,advanced_9_to_12.csv
logistics,10,9-12,advanced_9_to_12,5550,454,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_suffix,advanced,advanced,-0.4,11.633,34.567,advanced_seed,advanced_9_to_12.csv
astrophysics,12,9-12,advanced_9_to_12,9053,79,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_exact,advanced,advanced,-0.83,9.06,34.565,advanced_seed,advanced_9_to_12.csv
pedagogy,10,9-12,advanced_9_to_12,5679,435,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_exact,advanced,advanced,-0.411,11.619,34.554,advanced_seed,advanced_9_to_12.csv
entomology,12,9-12,advanced_9_to_12,9309,68,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_suffix,advanced,advanced,-0.865,9.514,34.424,advanced_seed,advanced_9_to_12.csv
zoology,11,9-12,advanced_9_to_12,8001,364,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_exact,advanced,advanced,-0.456,9.558,34.201,advanced_seed,advanced_9_to_12.csv
certificate,9,9-12,advanced_9_to_12,3153,4268,false,v,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,advanced,2.179,11.905,34.142,advanced_seed,advanced_9_to_12.csv
anatomy,9,9-12,advanced_9_to_12,4030,799,true,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+academic_exact,advanced,advanced,-0.255,11.326,34.036,advanced_seed,advanced_9_to_12.csv
anarchy,10,9-12,advanced_9_to_12,5037,613,true,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+academic_suffix,advanced,advanced,-0.323,11.236,33.956,advanced_seed,advanced_9_to_12.csv
contemplate,9,9-12,advanced_9_to_12,3217,2192,false,v,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,advanced,2.006,11.674,33.94,advanced_seed,advanced_9_to_12.csv
deteriorate,9,9-12,advanced_9_to_12,3273,1832,false,v,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.959,11.612,33.886,advanced_seed,advanced_9_to_12.csv
consolidate,9,9-12,advanced_9_to_12,3213,1817,false,v,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.957,11.609,33.883,advanced_seed,advanced_9_to_12.csv
subordinate,9,9-12,advanced_9_to_12,3882,1796,false,v,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.954,11.605,33.88,advanced_seed,advanced_9_to_12.csv
congratulate,9,9-12,advanced_9_to_12,3207,1640,false,v,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.93,11.574,33.852,advanced_seed,advanced_9_to_12.csv
contaminate,9,9-12,advanced_9_to_12,3216,1504,false,v,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.908,11.544,33.826,advanced_seed,advanced_9_to_12.csv
convenience,9,9-12,advanced_9_to_12,3221,1490,false,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.906,11.541,33.823,advanced_seed,advanced_9_to_12.csv
proliferate,10,9-12,advanced_9_to_12,5722,1268,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.864,11.485,33.775,advanced_seed,advanced_9_to_12.csv
renaissance,9,9-12,advanced_9_to_12,4722,1170,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.843,11.458,33.75,advanced_seed,advanced_9_to_12.csv
conspicuous,9,9-12,advanced_9_to_12,4186,1105,false,adj,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.828,11.438,33.733,advanced_seed,advanced_9_to_12.csv
rehabilitate,9,9-12,advanced_9_to_12,3754,1080,false,v,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.822,11.43,33.726,advanced_seed,advanced_9_to_12.csv
radioactive,9,9-12,advanced_9_to_12,4694,1080,false,adj,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.822,11.43,33.726,advanced_seed,advanced_9_to_12.csv
prescription,9,9-12,advanced_9_to_12,3719,1049,false,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.815,11.42,33.717,advanced_seed,advanced_9_to_12.csv
nationality,9,9-12,advanced_9_to_12,4564,1003,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.803,11.404,33.704,advanced_seed,advanced_9_to_12.csv
substantive,9,9-12,advanced_9_to_12,4858,969,false,adj,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.794,11.393,33.694,advanced_seed,advanced_9_to_12.csv
commemorate,9,9-12,advanced_9_to_12,4164,908,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.778,11.37,33.674,advanced_seed,advanced_9_to_12.csv
compartment,9,9-12,advanced_9_to_12,4170,898,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.775,11.366,33.671,advanced_seed,advanced_9_to_12.csv
hospitality,10,9-12,advanced_9_to_12,5442,893,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.773,11.365,33.669,advanced_seed,advanced_9_to_12.csv
underestimate,9,9-12,advanced_9_to_12,4935,868,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.766,11.355,33.66,advanced_seed,advanced_9_to_12.csv
disposition,9,9-12,advanced_9_to_12,4262,849,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.76,11.347,33.654,advanced_seed,advanced_9_to_12.csv
contraction,10,9-12,advanced_9_to_12,5205,808,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.748,11.33,33.639,advanced_seed,advanced_9_to_12.csv
consecutive,9,9-12,advanced_9_to_12,4184,804,false,adj,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.746,11.328,33.637,advanced_seed,advanced_9_to_12.csv
decentralize,10,9-12,advanced_9_to_12,5237,803,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.746,11.328,33.637,advanced_seed,advanced_9_to_12.csv
temperament,9,9-12,advanced_9_to_12,4887,798,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.744,11.326,33.635,advanced_seed,advanced_9_to_12.csv
surveillance,9,9-12,advanced_9_to_12,4864,773,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.736,11.315,33.626,advanced_seed,advanced_9_to_12.csv
interrogate,9,9-12,advanced_9_to_12,4450,769,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.735,11.313,33.624,advanced_seed,advanced_9_to_12.csv
necessitate,10,9-12,advanced_9_to_12,5615,715,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.716,11.288,33.602,advanced_seed,advanced_9_to_12.csv
disintegrate,9,9-12,advanced_9_to_12,4257,712,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.715,11.287,33.601,advanced_seed,advanced_9_to_12.csv
reproductive,9,9-12,advanced_9_to_12,4726,710,false,adj,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.714,11.286,33.6,advanced_seed,advanced_9_to_12.csv
disseminate,10,9-12,advanced_9_to_12,5283,706,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.713,11.284,33.598,advanced_seed,advanced_9_to_12.csv
confederate,9,9-12,advanced_9_to_12,4180,680,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.703,11.271,33.587,advanced_seed,advanced_9_to_12.csv
authoritative,10,9-12,advanced_9_to_12,5063,679,false,adj,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.703,11.271,33.587,advanced_seed,advanced_9_to_12.csv
disillusion,10,9-12,advanced_9_to_12,5277,661,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.696,11.261,33.579,advanced_seed,advanced_9_to_12.csv
conglomerate,10,9-12,advanced_9_to_12,5193,612,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.676,11.235,33.556,advanced_seed,advanced_9_to_12.csv
informative,10,9-12,advanced_9_to_12,5483,598,false,adj,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.67,11.227,33.549,advanced_seed,advanced_9_to_12.csv
carbohydrate,9,9-12,advanced_9_to_12,4119,554,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,advanced,1.651,11.201,33.526,advanced_seed,advanced_9_to_12.csv
homogeneous,10,9-12,advanced_9_to_12,5438,553,false,adj,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.65,11.2,33.525,advanced_seed,advanced_9_to_12.csv
contentious,10,9-12,advanced_9_to_12,5202,549,false,adj,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.648,11.198,33.523,advanced_seed,advanced_9_to_12.csv
disproportion,10,9-12,advanced_9_to_12,5280,530,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.639,11.186,33.513,advanced_seed,advanced_9_to_12.csv
taxonomy,10,9-12,advanced_9_to_12,6891,366,true,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+academic_exact,advanced,advanced,-0.455,9.56,33.503,advanced_seed,advanced_9_to_12.csv
materialize,10,9-12,advanced_9_to_12,5573,480,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.614,11.152,33.483,advanced_seed,advanced_9_to_12.csv
conservatism,10,9-12,advanced_9_to_12,5197,478,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.613,11.151,33.482,advanced_seed,advanced_9_to_12.csv
fibrosis,11,9-12,advanced_9_to_12,8334,291,true,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+academic_suffix,advanced,advanced,-0.513,9.483,33.435,advanced_seed,advanced_9_to_12.csv
topography,11,9-12,advanced_9_to_12,7914,280,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_suffix,advanced,advanced,-0.523,9.47,33.424,advanced_seed,advanced_9_to_12.csv
prognosis,11,9-12,advanced_9_to_12,7696,262,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_suffix,advanced,advanced,-0.539,9.448,33.404,advanced_seed,advanced_9_to_12.csv
hypnosis,11,9-12,advanced_9_to_12,8429,257,true,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+academic_suffix,advanced,advanced,-0.544,9.441,33.399,advanced_seed,advanced_9_to_12.csv
typography,12,9-12,advanced_9_to_12,9934,253,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_suffix,advanced,advanced,-0.548,9.436,33.394,advanced_seed,advanced_9_to_12.csv
protagonist,10,9-12,advanced_9_to_12,5727,341,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,advanced,1.527,11.036,33.382,advanced_seed,advanced_9_to_12.csv
psychosis,11,9-12,advanced_9_to_12,8708,211,true,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+academic_suffix,advanced,advanced,-0.593,9.376,33.341,advanced_seed,advanced_9_to_12.csv
paralysis,11,9-12,advanced_9_to_12,7631,206,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_suffix,advanced,advanced,-0.599,9.368,33.334,advanced_seed,advanced_9_to_12.csv
neurosis,12,9-12,advanced_9_to_12,9597,183,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_suffix,advanced,advanced,-0.629,9.328,33.3,advanced_seed,advanced_9_to_12.csv
sclerosis,11,9-12,advanced_9_to_12,8793,173,true,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+academic_suffix,advanced,advanced,-0.643,9.31,33.284,advanced_seed,advanced_9_to_12.csv
quadrant,12,9-12,advanced_9_to_12,9743,168,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_exact,advanced,advanced,-0.65,9.3,33.275,advanced_seed,advanced_9_to_12.csv
gymnastics,11,9-12,advanced_9_to_12,7393,155,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_suffix,advanced,advanced,-0.67,9.274,33.252,advanced_seed,advanced_9_to_12.csv
necrosis,12,9-12,advanced_9_to_12,9595,146,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_suffix,advanced,advanced,-0.684,9.254,33.235,advanced_seed,advanced_9_to_12.csv
homophobia,11,9-12,advanced_9_to_12,8421,145,true,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+academic_suffix,advanced,advanced,-0.686,9.252,33.233,advanced_seed,advanced_9_to_12.csv
tomography,12,9-12,advanced_9_to_12,9909,137,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_exact,advanced,advanced,-0.7,9.234,33.217,advanced_seed,advanced_9_to_12.csv
xenophobia,12,9-12,advanced_9_to_12,9993,126,true,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+academic_suffix,advanced,advanced,-0.72,9.207,33.193,advanced_seed,advanced_9_to_12.csv
